sentence_index,word_count,accuracy(1=correct),reverse_study_time/sec,user_id_from_FOWARD_study,r_user_id_from_REVERSE_study,perspective_ambiguity,block_ambiguity
1286,16,1,12.594827,71,130,ambiguous,1
1388,21,1,17.922668,913,315,agent,1
1533,13,0,28.300804,909,272,agent,6
1339,9,1,13.994022,915,378,ambiguous,1
878,11,1,4.282639,12,472,ambiguous,2
1231,11,0,4.816971,75,331,ambiguous,2
707,11,1,5.507452,99,366,agent,1
253,10,1,8.039886,8,164,neither,1
980,17,0,45.917648,232,281,neither,1
810,8,1,11.126932,95,523,ambiguous,2
921,10,1,27.917391,18,451,neither,1
65,21,1,6.944722,213,617,neither,1
126,11,1,8.674954,90,512,agent,1
1204,7,1,7.415763,77,366,agent,1
1469,12,0,13.375413,901,134,neither,3
1330,15,1,9.970827,918,104,neither,1
209,16,0,10.843426,23,413,agent,1
1451,5,1,4.180154,900,427,neither,1
1474,16,1,13.877871,906,243,ambiguous,2
791,23,0,15.259683,92,309,ambiguous,2
858,16,1,7.386027,13,317,neither,1
46,25,0,13.696932,212,330,ambiguous,2
466,13,0,4.901395,241,12,ambiguous,2
795,18,1,13.246584,92,309,neither,1
1290,15,1,65.267637,70,120,neither,1
1468,15,0,8.209977,901,433,agent,4
1314,8,1,4.383501,78,414,neither,1
1524,5,1,1.495956,908,4,neither,1
1275,10,1,3.045137,71,468,neither,1
1107,8,1,22.563083,202,372,neither,1
1573,15,0,12.637135,927,442,agent,2
975,38,0,42.477262,232,132,agent,1
23,14,0,12.368849,217,156,agent,3
64,29,0,17.752588,213,135,agent,1
1100,8,1,3.082776,203,486,agent,1
115,10,0,16.473005,90,1,neither,1
385,7,1,4.382231,87,226,neither,1
1237,9,0,16.988978,74,581,agent,1
1234,19,0,16.782407,74,581,agent,1
834,8,1,4.325368,221,3,neither,1
969,8,1,4.489946,232,470,neither,1
1453,24,1,9.152279,900,486,ambiguous,2
613,19,1,6.994062,34,385,ambiguous,1
1432,12,1,9.481713,903,125,ambiguous,2
753,16,1,10.506711,91,324,ambiguous,1
1483,17,0,13.583501,906,329,ambiguous,2
818,14,0,21.138233,94,370,neither,2
435,14,1,5.62776,7,283,ambiguous,1
553,25,0,21.726616,31,513,ambiguous,2
160,18,0,35.676364,20,147,ambiguous,2
574,9,0,4.343235,30,108,agent,1
1405,35,1,16.629799,912,301,agent,2
935,14,1,9.353033,238,579,neither,1
1198,5,1,5.520531,77,247,ambiguous,2
1093,10,1,5.124597,203,523,neither,1
350,15,1,40.823621,80,568,ambiguous,2
989,28,0,30.942807,233,159,ambiguous,1
1326,10,1,2.442487,918,444,neither,1
1457,18,0,32.669298,901,537,agent,1
1253,25,1,21.945942,73,464,ambiguous,2
163,11,0,7.223585,20,3,ambiguous,2
380,8,1,5.568603,87,397,agent,1
290,13,1,8.359959,55,1,neither,1
973,8,1,3.893431,232,5,neither,1
1088,9,1,6.068606,200,488,agent,1
960,5,1,7.063807,230,109,neither,1
972,5,1,4.098841,232,523,neither,1
1365,13,1,8.56686,911,236,neither,2
298,9,0,5.65906,88,1,neither,1
1136,10,1,5.806348,204,395,neither,1
982,12,1,5.844398,233,178,neither,1
768,8,0,4.012304,226,509,neither,1
1336,15,1,15.505944,915,369,ambiguous,2
1152,11,1,7.168281,207,379,agent,1
92,14,1,71.301553,218,412,neither,1
908,9,1,18.110999,16,534,ambiguous,2
775,10,0,10.776568,93,521,neither,2
883,10,0,3.149866,14,245,neither,1
486,13,1,5.076342,240,306,agent,1
344,13,1,12.708592,80,309,neither,2
795,18,1,6.40674,92,130,neither,1
850,10,1,14.718896,220,229,neither,1
1542,16,0,13.331073,922,311,ambiguous,2
791,23,1,12.718542,92,130,ambiguous,2
1256,9,1,5.600524,73,307,neither,1
1327,18,1,18.922179,918,523,ambiguous,2
1567,7,1,3.482245,926,508,ambiguous,2
566,12,1,7.927049,30,234,neither,2
978,7,1,7.915772,232,301,ambiguous,2
1266,12,1,5.833872,72,260,neither,1
530,12,1,13.203591,39,568,neither,2
238,14,1,9.851524,222,505,agent,1
277,6,1,3.441421,58,619,ambiguous,2
329,18,1,5.313442,83,237,agent,1
911,12,0,6.091617,18,220,neither,2
920,17,1,20.095336,18,313,neither,1
463,8,0,3.949282,241,520,neither,1
130,10,1,6.727269,24,273,neither,1
980,17,1,17.339751,232,394,neither,1
1181,7,1,12.085451,208,2,ambiguous,3
96,15,1,10.798388,218,393,ambiguous,2
470,9,0,14.292535,241,422,ambiguous,2
91,22,1,12.996792,218,393,agent,1
154,6,0,10.151253,26,94,ambiguous,2
1582,17,1,15.118324,927,440,agent,1
1272,14,1,41.917851,72,320,neither,2
794,29,0,49.282621,92,242,ambiguous,2
1394,11,1,4.606554,913,511,agent,1
1503,20,0,28.474133,905,403,agent,2
490,15,0,5.259098,240,509,agent,1
1391,8,1,5.797102,913,511,neither,1
1487,7,1,2.619572,904,510,neither,1
884,16,1,9.088812,14,439,agent,1
1572,10,0,12.834407,927,404,agent,1
41,54,1,39.541234,215,609,neither,1
587,13,0,10.488698,37,267,ambiguous,2
647,12,1,9.452116,68,236,ambiguous,1
1055,20,1,14.641762,1,396,neither,1
949,10,1,4.091319,234,485,neither,11
230,17,0,26.559535,222,271,ambiguous,1
210,19,0,5.724301,23,11,neither,1
1351,10,1,14.27118,914,587,ambiguous,2
1085,19,1,10.195362,200,260,ambiguous,2
1084,12,1,4.859131,200,260,neither,1
835,25,0,79.857676,221,399,neither,1
1300,15,0,12.453719,70,467,user,1
292,16,1,11.169041,55,325,agent,1
838,15,1,14.068004,221,399,agent,1
492,10,1,3.673403,243,92,ambiguous,2
774,29,1,39.830842,93,440,agent,2
274,11,1,17.0728,58,417,ambiguous,2
668,9,1,7.506219,69,260,ambiguous,2
200,10,1,5.281662,23,484,neither,1
665,20,1,8.556483,69,260,neither,1
241,9,1,6.631228,4,100,neither,1
801,10,0,6.189763,95,414,agent,2
864,45,1,12.876857,13,10,agent,1
1300,15,1,10.989977,70,144,user,1
190,9,1,7.721692,22,166,agent,1
555,14,0,6.733321,31,247,ambiguous,2
1476,9,1,4.279883,906,478,neither,1
790,18,1,6.378598,92,278,neither,1
967,17,1,24.456771,232,570,agent,1
2,13,1,5.322509,216,265,neither,2
706,8,1,20.162493,99,97,neither,1
277,6,1,5.176981,58,430,ambiguous,2
453,21,1,67.043748,244,136,ambiguous,1
207,17,1,6.826649,23,362,neither,2
1459,14,0,5.854452,901,457,neither,4
258,27,1,13.774832,8,421,agent,1
200,10,1,3.915879,23,362,neither,1
754,12,1,9.593002,91,583,agent,1
1452,34,1,35.921162,900,457,neither,1
411,10,1,8.744743,85,328,ambiguous,2
1032,18,0,13.861492,40,484,ambiguous,2
361,43,1,32.155346,81,579,neither,1
1037,18,0,32.253419,41,484,neither,7
1514,7,1,8.734577,908,126,ambiguous,2
1564,18,1,23.889915,926,133,neither,1
1029,16,1,4.86703,40,7,neither,1
173,17,0,12.923116,21,590,neither,3
544,19,0,20.567751,38,443,ambiguous,2
507,20,1,11.627626,242,274,agent,1
1021,26,1,5.971636,49,7,ambiguous,1
697,17,1,5.575373,6,311,ambiguous,1
378,9,1,3.679839,86,348,agent,1
1152,11,1,25.683011,207,143,agent,1
1020,19,1,9.106693,49,583,neither,1
1126,7,0,8.690102,205,20,user,1
1124,15,1,61.182642,205,327,ambiguous,2
682,11,1,10.801735,251,367,agent,1
685,19,1,15.08811,251,367,agent,2
518,20,1,10.918813,242,218,ambiguous,1
20,15,1,19.540994,217,304,neither,1
287,11,0,4.071216,55,370,neither,1
250,19,0,16.533132,4,236,ambiguous,2
665,20,1,12.648124,69,538,neither,1
1129,6,1,2.698996,205,284,neither,1
419,8,1,9.157725,85,485,neither,1
668,9,1,4.399546,69,538,ambiguous,2
151,10,0,43.588583,26,102,ambiguous,2
374,15,1,13.798077,86,515,neither,2
123,9,1,7.500335,90,578,agent,1
436,20,0,20.304588,7,98,agent,1
1294,18,1,10.672199,70,610,agent,1
190,9,1,19.023964,22,258,agent,1
1575,3,1,3.547345,927,438,neither,1
433,10,1,5.642868,3,422,ambiguous,1
1263,10,1,3.107994,72,444,neither,1
1035,13,1,7.933681,40,409,neither,2
270,6,1,3.328801,58,279,ambiguous,2
271,6,1,4.511994,58,279,ambiguous,3
874,18,1,40.987971,12,535,agent,1
1154,15,1,7.524229,207,237,neither,1
593,14,0,7.777255,36,413,neither,1
1416,9,1,7.754352,902,106,ambiguous,2
1368,11,0,9.791928,911,330,neither,1
202,21,0,23.303967,23,8,agent,1
542,25,1,10.362906,38,134,ambiguous,2
383,8,1,5.488108,87,570,neither,1
238,14,1,15.769864,222,134,agent,1
1414,42,0,14.568611,912,280,ambiguous,3
306,8,0,5.625688,88,477,neither,1
562,9,1,5.853606,30,164,agnet,1
643,8,1,2.930976,67,497,neither,1
703,9,0,8.972275,99,397,ambiguous,2
227,14,1,31.957536,222,17,user,1
541,16,0,13.498698,38,231,ambiguous,2
826,14,1,10.437314,94,97,ambiguous,2
711,23,1,22.011798,99,440,agent,1
1569,12,1,45.218869,927,537,ambiguous,1
739,8,1,3.436141,228,169,neither,1
264,24,1,24.371884,8,330,agent,1
429,34,1,8.920901,3,467,agent,1
274,11,1,17.62369,58,583,ambiguous,2
1503,20,0,25.543143,905,364,agent,2
868,20,1,151.923439,13,265,neither,1
767,18,0,61.262122,226,580,ambiguous,1
66,35,1,9.648058,213,468,agent,1
517,12,1,7.748274,242,230,ambiguous,1
109,17,0,11.591794,227,452,ambiguous,1
53,25,0,30.585971,212,407,ambiguous,1
768,8,1,5.232945,226,580,neither,1
986,24,1,14.87151,233,147,ambiguous,1
907,6,0,7.099451,16,433,neither,3
709,24,1,9.537422,99,321,agent,2
583,27,1,31.04916,37,449,agent,1
1370,8,1,17.960277,911,439,ambiguous,2
222,9,1,10.130083,29,399,agent,1
1187,6,1,5.046918,208,406,ambiguous,2
656,6,1,5.677967,68,132,neither,1
471,13,0,7.370085,241,14,ambiguous,2
453,21,0,12.726957,244,413,ambiguous,1
387,9,1,11.2755,87,361,neither,1
2,13,1,9.681236,216,92,neither,2
235,8,1,4.297811,222,95,neither,1
1550,9,0,6.678347,922,493,agent,1
196,8,1,4.685405,22,230,neither,1
1508,10,1,19.302119,905,370,ambiguous,4
1332,20,0,7.080738,915,6,neither,1
662,14,1,25.360643,69,517,agent,1
663,8,1,10.176746,69,517,neither,1
157,26,0,159.017126,20,372,ambiguous,3
94,20,0,9.365995,218,167,ambiguous,2
94,20,0,21.117974,218,17,ambiguous,2
1492,20,0,7.913159,904,151,agent,1
267,6,1,8.474958,58,217,ambiguous,2
1427,17,1,17.914839,902,271,agent,1
251,8,1,5.629456,4,150,neither,1
1512,21,0,10.847515,905,282,agent,4
815,16,1,13.429603,94,464,ambiguous,1
22,9,1,6.494566,217,234,ambiguous,2
422,19,1,12.97992,3,317,neither,1
341,9,1,3.748046,80,267,neither,1
1093,10,1,4.841491,203,280,neither,1
963,16,1,36.466239,230,481,agent,2
1360,9,0,11.738849,911,231,agent,1
435,14,1,12.683349,7,332,ambiguous,1
1132,15,0,6.005222,205,275,user,2
354,12,1,8.335968,81,131,neither,1
352,34,1,5.796467,81,131,agent,1
220,14,1,4.772374,29,488,ambiguous,1
351,44,0,7.216527,81,131,agent,1
330,9,1,4.230021,83,512,neither,1
237,15,0,87.154862,222,492,agent,1
96,15,1,8.485033,218,619,ambiguous,2
1457,18,0,8.049864,901,308,agent,1
1181,7,1,18.743122,208,475,ambiguous,3
1031,15,1,3.357984,40,274,neither,1
257,12,1,5.73047,8,540,ambiguous,2
598,11,0,2.769543,36,108,neither,1
53,25,0,14.586071,212,308,ambiguous,1
479,12,1,5.026155,240,137,neither,1
1198,5,1,3.951381,77,435,ambiguous,2
982,12,1,8.717539,233,483,neither,1
80,14,1,8.360649,211,431,agent,1
239,6,1,6.086379,4,605,neither,2
338,8,1,16.808025,80,480,neither,1
1027,18,1,24.09515,40,109,agent,1
1543,9,0,3.243634,922,285,neither,1
376,10,1,5.97433,86,621,agent,1
377,18,1,6.774319,86,621,ambiguous,2
1249,33,0,12.375885,73,363,neither,2
427,30,1,17.995259,3,480,agent,1
372,17,1,11.170878,86,621,agent,1
862,17,1,15.591938,13,591,agent,1
378,9,1,8.066313,86,621,agent,1
379,13,1,8.7769,87,621,ambiguous,3
710,8,1,8.254977,99,16,neither,1
210,19,1,10.704225,23,288,neither,1
1042,20,1,6.435864,41,325,neither,1
723,13,1,4.145964,229,333,neither,1
1233,15,1,12.775294,74,277,ambiguous,2
992,22,0,26.615021,233,382,agent,2
842,14,0,5.945465,220,387,neither,1
834,8,0,8.45836,221,329,neither,1
489,17,1,5.593532,240,393,agent,1
1555,9,1,8.387395,926,6,agent,1
1275,10,1,4.159374,71,381,neither,1
651,8,0,13.411611,68,447,neither,1
1279,24,1,13.0552,71,381,neither,1
1548,9,0,5.288702,922,604,neither,1
306,8,1,8.654272,88,437,neither,1
299,8,1,3.51605,88,454,neither,1
1208,9,0,7.077624,76,125,neither,1
56,33,0,35.741539,212,95,ambiguous,2
1380,11,0,14.645017,910,126,ambiguous,2
187,9,1,19.688711,22,508,neither,1
235,8,1,3.398854,222,297,neither,1
563,11,0,4.781893,30,132,ambiguous,4
189,15,0,26.008967,22,483,neither,1
619,16,1,8.938043,66,489,ambiguous,2
1176,12,1,8.743445,209,138,ambiguous,2
243,8,1,48.741754,4,305,neither,1
27,9,1,7.637618,217,527,neither,2
350,15,1,15.587159,80,158,ambiguous,2
363,24,0,20.025539,81,126,agent,1
356,27,1,32.957103,81,158,agent,1
972,5,1,3.094026,232,234,neither,1
1192,14,0,14.58275,77,154,ambiguous,3
1457,18,0,9.348462,901,610,agent,1
915,10,0,3.868246,18,438,neither,1
448,15,0,25.996165,7,229,ambiguous,1
223,9,1,6.505873,29,164,agent,1
21,21,1,10.589669,217,511,neither,1
748,22,1,10.748504,91,162,neither,1
411,10,1,15.385238,85,475,ambiguous,2
158,16,1,24.576626,20,9,ambiguous,1
704,16,0,27.128731,99,263,ambiguous,2
1157,11,1,5.450238,207,570,neither,1
135,10,1,3.770118,24,385,neither,1
723,13,1,5.499888,229,238,neither,1
190,9,1,8.503954,22,307,agent,1
1453,24,0,30.376063,900,571,ambiguous,2
1022,21,0,94.167548,49,415,agent,1
983,23,0,19.178587,233,610,ambiguous,1
1516,6,1,22.227145,908,419,neither,2
220,14,1,14.880279,29,366,ambiguous,1
77,13,1,5.245519,211,471,agent,1
1075,27,0,17.161728,9,477,ambiguous,2
132,23,1,10.21806,24,272,agent,1
2,13,1,8.572451,216,374,neither,2
1467,12,0,21.462272,901,593,agent,2
1357,17,0,29.393829,914,527,ambiguous,2
263,15,1,18.705529,8,388,neither,1
79,16,1,213.647134,211,471,agent,1
1350,7,1,18.510948,914,527,ambiguous,3
289,13,1,8.777834,55,266,neither,1
884,16,1,11.938997,14,396,agent,1
445,11,1,8.102884,7,479,neither,1
1168,14,0,32.02185,209,229,agent,2
973,8,1,9.197382,232,525,neither,1
196,8,1,2.871568,22,325,neither,1
1321,14,1,50.491402,918,319,neither,1
678,9,1,4.720152,251,225,agent,1
1387,6,1,5.439715,913,455,neither,1
1155,17,0,9.676952,207,304,agent,1
1239,10,1,3.766438,74,318,neither,1
320,20,1,12.461643,89,435,agent,1
168,12,0,14.957134,20,309,ambiguous,3
571,14,1,8.433881,30,239,neither,1
167,12,0,51.115994,20,309,ambiguous,2
471,13,0,4.213398,241,245,ambiguous,2
1470,20,0,6.764379,901,137,neither,1
1452,34,1,8.617645,900,509,neither,1
708,8,1,4.916914,99,369,neither,1
1251,10,1,7.829057,73,129,ambiguous,3
1301,25,1,18.711765,70,296,neither,1
460,19,1,18.481029,244,519,ambiguous,2
1459,14,0,4.676571,901,509,neither,4
1541,9,0,5.566216,922,505,neither,1
1428,9,0,6.496245,902,401,agent,1
1476,9,1,4.132335,906,236,neither,1
1337,15,1,3.741969,915,157,ambiguous,2
1293,13,1,18.931255,70,454,user,1
1216,8,1,5.71094,76,523,neither,1
1291,10,1,3.966129,70,454,neither,1
105,6,1,4.195514,227,178,ambiguous,2
1107,8,1,4.160625,202,263,neither,1
490,15,1,14.564803,240,93,agent,1
626,11,1,5.077637,66,269,neither,1
578,20,0,17.831971,37,581,neither,2
637,8,0,4.66101,67,433,neither,1
379,13,1,2.559478,87,4,ambiguous,3
460,19,1,12.478052,244,103,ambiguous,2
621,11,1,4.505858,66,269,neither,1
858,16,1,3.31351,13,459,neither,1
263,15,1,12.179687,8,522,neither,1
1256,9,1,4.331492,73,489,neither,1
1456,10,1,19.218179,900,589,neither,1
1295,13,1,4.994972,70,369,agent,1
1561,9,0,1.902295,926,274,neither,1
1403,31,0,26.584263,912,127,agent,4
1145,8,0,11.057458,204,433,neither,1
843,16,1,7.082302,220,307,neither,1
78,19,1,12.319091,211,276,agent,1
1569,12,1,18.051704,927,407,ambiguous,1
577,23,1,14.135459,37,6,agent,1
85,8,1,6.431197,218,266,ambiguous,2
303,8,1,3.145349,88,247,neither,1
104,37,1,23.58033,227,258,ambiguous,2
1516,6,1,2.734763,908,467,neither,2
762,9,1,6.275513,226,158,ambiguous,2
784,13,0,15.031442,93,373,neither,1
794,29,0,11.418692,92,401,ambiguous,2
558,16,0,46.896995,31,109,ambiguous,2
484,17,1,10.4549,240,443,agent,1
714,11,1,5.601841,99,584,agent,1
1381,9,1,7.142991,910,540,agent,1
736,8,1,8.711241,228,517,neither,1
1064,6,1,5.305279,1,464,ambiguous,2
2,13,0,6.639575,216,314,neither,2
566,12,1,11.590584,30,523,neither,2
1456,10,1,4.939977,900,275,neither,1
28,10,1,7.350904,217,219,neither,1
1239,10,1,5.439082,74,583,neither,1
683,7,1,11.299499,251,10,neither,2
114,10,1,7.601231,90,156,neither,1
761,8,1,3.864942,226,270,neither,1
521,8,1,4.894073,39,94,neither,1
1464,14,0,69.864717,901,455,agent,4
1421,19,1,36.898771,902,120,neither,2
1563,7,1,5.587309,926,396,ambiguous,4
1093,10,1,4.732179,203,3,neither,1
1503,20,0,15.893478,905,244,agent,2
817,7,0,6.153668,94,571,neither,1
701,8,0,15.783931,99,179,neither,2
308,18,0,37.787173,88,242,agent,1
1469,12,0,32.79131,901,455,neither,3
1055,20,1,14.334817,1,118,neither,1
167,12,0,18.373872,20,491,ambiguous,2
1235,10,1,4.500392,74,126,neither,1
244,9,0,3.494698,4,401,neither,1
927,13,1,20.657058,238,2,ambiguous,2
602,18,1,10.867951,36,319,neither,1
1418,19,1,28.084918,902,99,agent,2
607,21,0,6.605018,34,319,ambiguous,1
937,8,1,5.896955,238,95,neither,1
930,19,1,10.338307,238,95,agent,1
1031,15,1,15.013314,40,101,neither,1
694,12,1,10.930865,6,484,neither,1
425,22,1,8.506454,3,148,neither,1
490,15,1,5.932741,240,220,agent,1
1216,8,1,7.102366,76,107,neither,1
475,15,1,12.476149,241,517,ambiguous,1
718,14,0,8.718062,229,529,agent,1
1565,7,1,15.77183,926,348,ambiguous,2
1220,8,1,3.991847,75,431,ambiguous,2
1317,10,0,9.378115,918,6,neither,1
137,20,1,17.308929,24,142,agent,1
38,48,1,11.373534,215,329,neither,1
737,16,1,17.592349,228,101,neither,2
1290,15,1,3.80141,70,359,neither,1
438,17,1,11.853514,7,153,neither,1
602,18,1,17.73778,36,143,neither,1
386,9,1,4.599209,87,91,neither,1
1509,13,0,11.271917,905,164,agent,3
847,10,1,3.086797,220,478,neither,1
445,11,1,3.848857,7,118,neither,1
985,25,1,30.196118,233,464,agent,1
1051,15,0,14.736827,1,164,neither,2
882,8,1,7.330819,12,568,neither,1
926,24,1,13.152932,238,8,ambiguous,1
999,10,1,10.9371,48,137,ambiguous,2
1333,22,1,19.205784,915,479,agent,1
1332,20,1,16.204653,915,479,neither,1
1067,11,0,21.16838,9,238,agent,1
1275,10,1,4.195243,71,145,neither,1
1444,27,1,5.599156,900,9,agent,1
762,9,1,36.614021,226,120,ambiguous,2
90,16,1,12.466689,218,522,ambiguous,1
1048,15,0,12.279872,41,133,agent,1
526,12,1,4.917977,39,472,neither,1
249,8,1,6.052279,4,100,neither,1
17,15,1,22.10826,217,279,neither,2
1139,17,1,5.941893,204,524,agent,1
389,11,1,11.380988,87,408,neither,1
176,12,0,5.762165,21,241,agent,2
1415,16,1,10.574279,902,474,ambiguous,2
220,14,1,15.116893,29,306,ambiguous,1
219,8,1,8.283401,29,230,neither,1
461,30,1,6.110657,244,11,neither,1
837,19,1,26.325725,221,104,agent,1
1265,12,0,11.385286,72,222,neither,1
1564,18,0,17.850104,926,429,neither,1
1261,12,1,5.517879,72,222,neither,1
212,10,1,5.363324,29,230,agent,1
1338,11,1,6.367035,915,610,neither,1
497,11,1,4.980386,243,128,ambiguous,2
499,10,1,4.853596,243,402,neither,1
1270,16,1,5.868077,72,327,neither,2
1427,17,0,21.275052,902,225,agent,1
1263,10,0,8.209943,72,135,neither,1
256,16,1,5.252186,8,583,neither,1
1120,9,1,3.56132,202,146,neither ,1
1126,7,0,7.898779,205,493,user,1
704,16,0,16.185744,99,312,ambiguous,2
1066,12,0,7.783972,9,388,agent,1
302,18,1,11.012891,88,535,agent,1
1187,6,1,2.358986,208,128,ambiguous,2
392,12,1,9.49433,87,14,agent,1
705,13,1,10.819033,99,312,agent,1
1408,36,0,25.509157,912,152,agent,8
626,11,1,8.315085,66,460,neither,1
558,16,0,51.668301,31,331,ambiguous,2
1209,23,1,29.569753,76,167,ambiguous,1
1528,14,0,12.151976,909,107,ambiguous,2
309,11,1,4.558213,89,383,neither,1
1046,20,1,17.465854,41,240,neither,1
1059,21,0,42.862664,1,159,agent,1
654,9,1,5.175972,68,325,neither,1
821,11,1,16.45779,94,447,ambiguous,2
106,13,1,34.125803,227,136,neither,3
1010,14,1,13.362188,49,19,neither,1
105,6,1,2.909246,227,122,ambiguous,2
638,13,0,21.244021,67,15,agent,1
1034,39,1,16.362114,40,315,ambiguous,2
1053,8,1,9.962079,1,159,neither,1
669,8,1,5.911394,69,395,neither,1
496,11,0,18.672902,243,538,ambiguous,1
949,10,1,2.588284,234,289,neither,11
74,11,0,7.506539,211,266,agent,1
1220,8,0,6.402413,75,324,ambiguous,2
1100,8,1,3.70693,203,364,agent,1
49,18,0,4.187681,212,92,neither,2
982,12,0,8.504484,233,241,neither,1
1169,6,1,3.015919,209,267,neither,1
476,14,0,7.820401,241,137,ambiguous,3
526,12,1,13.730993,39,519,neither,1
789,31,0,1472.400759,92,221,ambiguous,2
1039,18,1,8.489955,41,248,neither,3
317,12,1,6.332753,89,475,agent,1
11,8,0,12.376397,216,430,neither,2
448,15,1,8.721523,7,384,ambiguous,1
1174,7,1,3.967196,209,429,neither,1
855,18,1,7.19652,13,307,ambiguous,1
361,43,0,48.107285,81,413,neither,1
1247,28,0,10.749923,73,577,agent,1
1234,19,0,69.01591,74,415,agent,1
374,15,1,10.967076,86,621,neither,2
1092,18,1,5.851829,200,271,ambiguous,2
1237,9,0,9.498203,74,415,agent,1
375,23,1,11.028891,86,621,ambiguous,1
1556,7,1,3.250338,926,272,ambiguous,2
1444,27,1,25.39424,900,399,agent,1
1045,17,1,10.65156,41,403,neither,1
12,7,1,9.919559,216,469,ambiguous,2
1109,16,1,31.364388,202,384,neither,1
1547,13,0,10.319065,922,524,ambiguous,1
750,5,1,2.794638,91,297,neither,1
189,15,0,6.550174,22,241,neither,1
1568,5,1,6.42366,926,147,ambiguous,2
484,17,1,7.679709,240,178,agent,1
371,10,1,5.195512,86,621,neither,1
162,18,0,8.915624,20,316,ambiguous,3
165,10,0,27.798264,20,316,ambiguous,1
13,11,1,9.584934,216,458,neither,1
637,8,1,7.059295,67,520,neither,1
931,14,1,9.828975,238,121,ambiguous,2
1107,8,1,3.527227,202,577,neither,1
530,12,1,16.377761,39,359,neither,2
1570,5,1,5.165479,927,147,ambiguous,2
1000,10,1,4.264577,48,479,ambiguous,2
974,12,1,8.142882,232,429,neither,1
1444,27,1,17.008188,900,159,agent,1
970,8,1,4.848279,232,429,neither,1
942,31,1,17.441465,234,227,ambiguous,4
463,8,0,3.396391,241,386,neither,1
936,13,1,3.921101,238,540,neither,1
291,11,1,2.921033,55,272,neither,1
1574,9,0,2.581317,927,329,neither,1
1437,14,0,19.240533,903,159,ambiguous,3
1529,15,0,6.252815,909,379,agent,3
633,6,1,7.630441,67,282,ambiguous,2
1487,7,1,4.108052,904,94,neither,1
275,13,0,6.257152,58,169,neither,1
282,15,1,13.527337,55,434,neither,1
193,8,1,4.207714,22,438,neither,1
640,15,1,15.915636,67,14,neither,1
143,5,0,7.505812,26,589,ambiguous,2
1276,10,1,2.905342,71,157,neither,1
209,16,1,5.305819,23,219,agent,1
1432,12,0,6.657644,903,486,ambiguous,2
449,24,1,7.731013,244,443,agent,1
622,28,1,8.353607,66,397,ambiguous,2
1240,10,1,4.505811,74,488,neither,1
631,15,0,10.572272,67,385,ambiguous,2
320,20,1,14.497258,89,328,agent,1
268,9,1,5.158,58,318,neither,2
812,11,1,5.23871,95,3,agent,1
1552,9,1,9.679601,922,430,agent,1
932,17,1,14.13091,238,235,ambiguous,3
75,12,0,36.789328,211,314,agent,1
967,17,0,9.282141,232,288,agent,1
23,14,1,6.747504,217,479,agent,3
244,9,1,7.249259,4,242,neither,1
604,29,1,7.352696,34,125,agent,1
471,13,0,7.715295,241,305,ambiguous,2
440,20,1,23.408191,7,152,agent,1
1175,8,0,5.488666,209,301,ambiguous,2
1563,7,1,3.910318,926,237,ambiguous,4
1528,14,0,50.151674,909,523,ambiguous,2
1170,15,1,22.515553,209,301,neither,3
444,11,1,4.842624,7,407,agent,1
328,17,1,15.094726,83,243,agent,2
472,12,0,29.698645,241,527,ambiguous,4
560,12,0,18.428419,31,388,ambiguous,2
895,13,1,10.046101,14,529,agent,1
1498,16,1,12.582353,904,494,agent,1
231,11,0,5.214398,222,581,neither,1
329,18,1,22.234557,83,156,agent,1
108,6,1,3.731758,227,3,neither,1
379,13,1,143.884458,87,281,ambiguous,3
1207,21,1,13.930505,76,97,ambiguous,1
142,16,1,84.525523,26,455,neither,2
101,14,1,63.679157,227,3,ambiguous,2
1381,9,0,27.273038,910,428,agent,1
124,21,0,14.557018,90,127,agent,1
103,14,1,25.067979,227,480,ambiguous,2
481,16,0,12.20069,240,486,agent,1
422,19,1,38.017576,3,297,neither,1
1441,11,0,6.55703,903,258,neither,2
152,9,1,5.659595,26,571,neither,1
1355,13,1,5.713639,914,623,ambiguous,2
1058,11,1,10.977496,1,363,neither,1
1470,20,0,18.780338,901,266,neither,1
91,22,1,17.894267,218,153,agent,1
96,15,1,8.065712,218,153,ambiguous,2
132,23,1,14.395983,24,145,agent,1
436,20,1,26.600965,7,271,agent,1
981,18,1,19.469696,233,121,ambiguous,1
138,16,0,25.415127,24,145,agent,1
1056,11,1,7.119673,1,363,neither,1
1524,5,1,6.448387,908,281,neither,1
1005,10,1,30.289936,48,306,ambiguous,2
1267,18,1,8.612199,72,412,agent,1
565,8,1,14.169132,30,525,neither,1
856,10,1,2.553244,13,92,neither,1
857,10,1,9.607221,13,92,neither,1
472,12,0,9.977082,241,157,ambiguous,4
1441,11,1,24.079687,903,449,neither,2
963,16,0,11.525914,230,239,agent,2
1304,8,0,2.476191,78,96,agent,1
1302,8,0,3.153967,70,96,neither,1
165,10,0,33.672724,20,458,ambiguous,1
148,5,0,5.000295,26,234,ambiguous,2
1012,5,1,12.257346,49,19,neither,1
836,17,1,8.081039,221,458,ambiguous,2
534,21,0,5.414392,38,96,neither,1
800,13,1,11.591772,95,278,agent,1
870,17,1,7.770709,12,479,ambiguous,2
144,14,0,10.439744,26,317,ambiguous,2
162,18,0,21.678946,20,458,ambiguous,3
550,24,0,13.696552,31,126,ambiguous,2
1068,12,1,3.406649,9,385,neither,1
